Symbol
ABCA7
IGF1R
LEP
NPY
TNF
IL1B
TNF
IGF1
INS
TNF
APOE
APP
ATP5A1
BACE1
CALM1
CASP3
GSK3B
IDE
IL1B
MAPT
NCSTN
PSEN1
TNF
CASP3
IL1B
TNF
BAX
BCL2
CASP3
TNF
TNF
BAX
BAX
BCL2
BCL2
CASP3
CASP3
CASP3
IL1B
MAPT
TNF
TNF
NOS3
TNF
NCSTN
NCSTN
PSEN1
PSEN1
DPYSL2
EPHA1
GSK3B
CD2AP
GSK3B
GSK3B
VEGFA
CALM1
CALM1
CALM1
CHRNA7
NOS3
CD2AP
CD2AP
CD2AP
GSK3B
GSK3B
VEGFA
ACE
IL1B
TNF
GSK3B
BAX
BCL2
CASP3
GSK3B
A2M
CR1
F2
PLAU
IL1B
LEP
TNF
VEGFA
IL1B
DPYSL2
GSK3B
INS
LEP
PPARG
PPARG
PRNP
PRNP
IGF1
TNF
APP
CALM1
CALM1
CALM1
CST3
EIF2S1
F2
GSK3B
GSK3B
IGF1
IGF2
INS
NOS3
SLC30A6
TPP1
CYP2D6
ESR1
IGF1R
GSK3B
CASP3
GSK3B
TNF
BCL2
GSK3B
IGF1
IGF1R
VEGFA
TPI1
CALM1
EIF2S1
ESR1
PPARG
TFAM
CALM1
IGF1
IGF1R
PRNP
ACE
ENO1
GAPDHS
TPI1
CALM1
IL1B
TNF
GSK3B
CD33
CR1
IL1B
TNF
A2M
APP
CALM1
CLU
F2
IGF1
NOS3
PLAU
TF
VEGFA
EIF2S1
GSK3B
TNF
ATP5A1
BAX
BDNF
CASP3
PPARG
SOD2
TFAM
ACE
IGF1
TNF
APP
BCL2
BLMH
CALM1
CALM1
CALM1
CR1
GSK3B
GSK3B
IL1B
TPI1
CALM1
GSK3B
INS
LEP
CR1
IL1B
TNF
CRH
IGF1
IGF1R
CALM1
IGF2R
TPP1
CR1
IL1B
TNF
BDNF
CASP3
IL1B
MAPT
TNF
INS
EIF2S1
GSK3B
IL1B
CALM1
GSK3B
IGF1
IGF1R
CALM1
CALM1
IGF2R
PICALM
ATP5A1
ENO1
GAPDHS
MTHFR
NOS3
PRNP
TPI1
APOE
ATP5A1
CALM1
CYP2D6
CYP46A1
ENO1
ENO1
GAPDHS
HMOX1
INS
MTHFR
NOS3
TPI1
TPI1
ACE
ATP5A1
EIF2S1
F2
HMOX1
TF
BIN1
IGF1
INS
VEGFA
CALM1
CALM1
CASP3
TNF
CHRNA7
CHRNB2
CRH
F2
LEP
NPY
PYY
CALM1
CALM1
CHRNA7
CHRNB2
BAX
BCL2
BDNF
CALM1
GSK3B
PSEN1
IL1B
TNF
NCSTN
PSEN1
CALM1
MTHFR
CALM1
IGF1
IGF1R
INS
IL1B
PPARG
TNF
ATP5A1
BAX
CASP3
IGF1
VEGFA
ATP5A1
CASP3
BAX
BCL2
CASP3
GSK3B
IGF1
IGF1R
PPARG
VEGFA
SOD2
MPO
CALM1
CALM1
HMOX1
PPARG
CYP46A1
BAX
IL1B
PRNP
IGF1
IGF1R
INS
BCL2
GSK3B
IGF1
IGF1R
INS
BAX
BCL2
EIF2S1
F2
INS
INS
VEGFA
ACE
IL1B
TNF
VEGFA
TNF
ENO1
BIN1
EIF2S1
CALM1
CST3
A2M
APP
BDNF
BDNF
CALM1
CALM1
CALM1
CASP3
CRH
ESR1
F2
GSK3B
GSK3B
IGF1
IGF1R
IGF2
INS
NCSTN
NCSTN
NPY
PSEN1
PSEN1
PYY
VEGFA
BCL2
TF
TNF
GSK3B
TNF
TNF
PPARG
IL1B
TNF
BCL2
CASP3
TNF
TFAM
PPARG
CALM1
ABCA7
HMOX1
SLC30A6
TF
BAX
BCL2
CALM1
CASP3
CR1
IL1B
TNF
IL1B
INS
TNF
INS
TNF
CALM1
NOS3
VEGFA
CASP3
GSK3B
PSEN1
APOE
APP
PSEN1
PSEN2
PSEN1
PSEN1
PSEN2
PSEN2
APP
APP
APP
APOE
PSEN1
PSEN2
PSEN1
PSEN2
APP
PSEN1
PSEN1
PSEN2
PSEN2
PSEN1
PSEN1
PSEN1
PSEN1
PSEN1
PSEN1
PSEN1
PSEN1
PSEN1
APOE
APOE
PSEN2
PSEN2
PSEN2
PSEN2
PSEN2
PSEN2
PSEN2
