#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,prediction,combined_score
PSMC3,PSMD6,1847998,1847640,9606.ENSP00000298852,9606.ENSP00000295901,0,0,0,0,0.736,0.999,0.9,0.37,0,0.999
CDK2,SKP1,1845906,1843292,9606.ENSP00000266970,9606.ENSP00000231487,0,0,0,0,0,0.959,0.9,0.777,0,0.999
EIF3A,EIF3F,1854958,1849251,9606.ENSP00000358140,9606.ENSP00000310040,0,0,0,0,0.121,0.999,0.9,0.618,0,0.999
SKP1,RBX1,1843292,1842568,9606.ENSP00000231487,9606.ENSP00000216225,0,0,0,0,0.142,0.999,0.9,0.942,0,0.999
RPS15,RPS2,1863987,1852518,9606.ENSP00000467676,9606.ENSP00000341885,0.462,0,0,0,0.975,0.998,0.9,0.659,0,0.999
PSMB1,PSMA6,1845087,1844920,9606.ENSP00000262193,9606.ENSP00000261479,0,0,0,0,0.68,0.999,0.9,0.596,0,0.999
PSMC2,PSMD10,1847374,1842679,9606.ENSP00000292644,9606.ENSP00000217958,0,0,0,0,0,0.999,0.9,0.379,0,0.999
RPS23,RPS5,1847772,1842374,9606.ENSP00000296674,9606.ENSP00000196551,0.462,0,0,0,0.96,0.999,0.9,0.652,0,0.999
PSMC6,PSMB3,1860306,1843022,9606.ENSP00000401802,9606.ENSP00000225426,0,0,0,0,0.746,0.989,0.9,0.13,0,0.999
PSMD13,PSMD10,1859976,1842679,9606.ENSP00000396937,9606.ENSP00000217958,0,0,0,0,0,0.999,0.9,0.92,0,0.999
EXOSC8,EXOSC3,1857848,1850505,9606.ENSP00000374354,9606.ENSP00000323046,0.462,0,0,0,0.183,0.999,0.9,0.926,0,0.999
PSMC2,PSMC1,1847374,1844882,9606.ENSP00000292644,9606.ENSP00000261303,0,0,0.505,0.908,0.877,0.999,0.9,0.962,0,0.999
RPS8,RPS2,1858412,1852518,9606.ENSP00000379888,9606.ENSP00000341885,0,0,0,0,0.97,0.999,0.9,0.74,0,0.999
PSMD13,USP14,1859976,1844948,9606.ENSP00000396937,9606.ENSP00000261601,0,0,0,0,0.533,0.999,0,0.127,0,0.999
PSMC5,PSMD2,1849313,1849263,9606.ENSP00000310572,9606.ENSP00000310129,0,0,0,0,0.282,0.999,0.9,0.752,0,0.999
EIF3C,EIF3D,1851492,1842561,9606.ENSP00000332604,9606.ENSP00000216190,0,0,0,0,0.658,0.999,0.9,0.661,0,0.999
PSMC2,PSMB4,1847374,1847239,9606.ENSP00000292644,9606.ENSP00000290541,0,0,0,0,0.675,0.965,0.9,0.678,0,0.999
PSMD1,USP14,1849179,1844948,9606.ENSP00000309474,9606.ENSP00000261601,0,0,0,0,0.254,0.999,0,0.137,0,0.999
RPS4X,RPS16,1855955,1844060,9606.ENSP00000362744,9606.ENSP00000251453,0,0,0,0,0.975,0.999,0.9,0.3,0,0.999
AURKB,INCENP,1863844,1858231,9606.ENSP00000463999,9606.ENSP00000378295,0,0,0,0,0.275,0.999,0.9,0.992,0,0.999
SRC,CRK,1853652,1848191,9606.ENSP00000350941,9606.ENSP00000300574,0,0,0,0,0,0.951,0.9,0.984,0,0.999
PSMB5,PSMA2,1854354,1842974,9606.ENSP00000355325,9606.ENSP00000223321,0,0,0.218,0,0.74,0.999,0.9,0.745,0,0.999
RPS28,RPS6,1864786,1857216,9606.ENSP00000472469,9606.ENSP00000369757,0.254,0,0,0,0.885,0.999,0.9,0.561,0,0.999
RPS28,RPS14,1864786,1849373,9606.ENSP00000472469,9606.ENSP00000311028,0,0,0,0,0.975,0.999,0.9,0.724,0,0.999
AKT1,MAPKAP1,1846136,1845827,9606.ENSP00000270202,9606.ENSP00000265960,0,0,0,0,0,0.971,0.9,0.875,0,0.999
CUL1,FBXW7,1850867,1846740,9606.ENSP00000326804,9606.ENSP00000281708,0,0,0,0,0,0.999,0.9,0.877,0,0.999
PSMB2,PSMA6,1855861,1844920,9606.ENSP00000362334,9606.ENSP00000261479,0,0,0,0,0.736,0.999,0.9,0.506,0,0.999
PSMD14,PSMD11,1859182,1844971,9606.ENSP00000386541,9606.ENSP00000261712,0,0,0,0,0.428,0.999,0.9,0.777,0,0.999
PSMB2,PSMC5,1855861,1849313,9606.ENSP00000362334,9606.ENSP00000310572,0,0,0,0,0.736,0.995,0.9,0.623,0,0.999
RPS7,RPS15A,1852173,1850066,9606.ENSP00000339095,9606.ENSP00000318646,0,0,0,0,0.915,0.999,0.9,0.567,0,0.999
PSMC5,PSMD8,1849313,1842478,9606.ENSP00000310572,9606.ENSP00000215071,0,0,0,0,0.288,0.999,0.9,0.681,0,0.999
RPS28,RPS5,1864786,1842374,9606.ENSP00000472469,9606.ENSP00000196551,0,0,0,0,0.933,0.994,0.9,0.614,0,0.999
PSMD11,PSMB7,1844971,1844696,9606.ENSP00000261712,9606.ENSP00000259457,0,0,0,0,0.146,0.989,0.9,0.192,0,0.999
RPS13,RPS8,1862013,1858412,9606.ENSP00000435777,9606.ENSP00000379888,0,0,0,0,0.975,0.999,0.9,0.756,0,0.999
USP14,PSMC1,1844948,1844882,9606.ENSP00000261601,9606.ENSP00000261303,0,0,0,0,0.814,0.999,0,0.522,0,0.999
PSMC3,USP14,1847998,1844948,9606.ENSP00000298852,9606.ENSP00000261601,0,0,0,0,0.687,0.999,0,0.458,0,0.999
RB1,CDK2,1845924,1845906,9606.ENSP00000267163,9606.ENSP00000266970,0,0,0,0,0,0.999,0.9,0.968,0,0.999
PSMB7,PSMD8,1844696,1842478,9606.ENSP00000259457,9606.ENSP00000215071,0,0,0,0,0.282,0.988,0.9,0.219,0,0.999
RPS2,RPS5,1852518,1842374,9606.ENSP00000341885,9606.ENSP00000196551,0.462,0,0.242,0,0.973,0.999,0.9,0.785,0,0.999
RPS28,RPS21,1864786,1852991,9606.ENSP00000472469,9606.ENSP00000345957,0,0,0,0,0.975,0.999,0.9,0.469,0,0.999
PSMD1,PSMD3,1849179,1845579,9606.ENSP00000309474,9606.ENSP00000264639,0,0,0,0,0.659,0.998,0.9,0.583,0,0.999
RPS26,RPS5,1853363,1842374,9606.ENSP00000348849,9606.ENSP00000196551,0,0,0,0,0.975,0.998,0.9,0.661,0,0.999
PSMA7,PSMB1,1855365,1845087,9606.ENSP00000359910,9606.ENSP00000262193,0,0,0.256,0,0.896,0.998,0.9,0.589,0,0.999
RPS24,RPS26,1861076,1853363,9606.ENSP00000414321,9606.ENSP00000348849,0,0,0,0,0.736,0.997,0.9,0.83,0,0.999
RPS8,RPS14,1858412,1849373,9606.ENSP00000379888,9606.ENSP00000311028,0,0,0,0,0.975,0.999,0.9,0.737,0,0.999
RPS15,RPS8,1863987,1858412,9606.ENSP00000467676,9606.ENSP00000379888,0,0,0,0,0.974,0.994,0.9,0.931,0,0.999
PSMD4,PSMC4,1854905,1842267,9606.ENSP00000357879,9606.ENSP00000157812,0,0,0,0,0.841,0.999,0.9,0.718,0,0.999
PSMC6,PSMA7,1860306,1855365,9606.ENSP00000401802,9606.ENSP00000359910,0,0,0,0,0.87,0.988,0.9,0.342,0,0.999
PTK2,PXN,1852426,1843137,9606.ENSP00000341189,9606.ENSP00000228307,0,0,0,0,0,0.999,0.9,0.994,0,0.999
RPS2,RPS15A,1852518,1850066,9606.ENSP00000341885,9606.ENSP00000318646,0.462,0,0,0,0.971,0.999,0.9,0.558,0,0.999
PSMD2,PSMD8,1849263,1842478,9606.ENSP00000310129,9606.ENSP00000215071,0,0,0,0,0.184,0.998,0.9,0.746,0,0.999
PSMC5,PSMA3,1849313,1842599,9606.ENSP00000310572,9606.ENSP00000216455,0,0,0,0,0.41,0.998,0.9,0.433,0,0.999
PSMD2,PSMD1,1849263,1849179,9606.ENSP00000310129,9606.ENSP00000309474,0,0,0,0.613,0.708,0.997,0.9,0.702,0,0.999
PSMD13,PSMD3,1859976,1845579,9606.ENSP00000396937,9606.ENSP00000264639,0,0,0,0,0.736,0.999,0.9,0.871,0,0.999
CDK1,CCNE1,1858283,1845190,9606.ENSP00000378699,9606.ENSP00000262643,0,0,0,0,0.115,0.982,0.9,0.873,0,0.999
PSMA1,PSMC4,1861079,1842267,9606.ENSP00000414359,9606.ENSP00000157812,0,0,0,0,0.432,0.995,0.9,0.558,0,0.999
RPS15,RPS12,1863987,1843234,9606.ENSP00000467676,9606.ENSP00000230050,0.087,0,0,0,0.975,0.988,0.9,0.477,0,0.999
PSMC2,PSMC4,1847374,1842267,9606.ENSP00000292644,9606.ENSP00000157812,0,0,0.438,0.9,0.859,0.999,0.9,0.913,0,0.999
RPS24,RPS10,1861076,1853151,9606.ENSP00000414321,9606.ENSP00000347271,0,0,0,0,0.708,0.998,0.9,0.743,0,0.999
FOXO1,AKT1,1857055,1846136,9606.ENSP00000368880,9606.ENSP00000270202,0,0,0,0,0,0.996,0.9,0.993,0,0.999
PSMB5,PSMB6,1854354,1846162,9606.ENSP00000355325,9606.ENSP00000270586,0,0,0.296,0.759,0.856,0.999,0.9,0.912,0,0.999
GAB2,GRB2,1854264,1852164,9606.ENSP00000354952,9606.ENSP00000339007,0,0,0,0,0,0.999,0.9,0.96,0,0.999
PSMB10,PSMB1,1853696,1845087,9606.ENSP00000351314,9606.ENSP00000262193,0,0,0.214,0,0.756,0.984,0.9,0.722,0,0.999
PSMD1,PSMA6,1849179,1844920,9606.ENSP00000309474,9606.ENSP00000261479,0,0,0,0,0.114,0.994,0.9,0.392,0,0.999
CDCA8,BIRC5,1849847,1848314,9606.ENSP00000316121,9606.ENSP00000301633,0,0,0,0,0.224,0.999,0.9,0.942,0,0.999
EIF4G1,EIF4A1,1852064,1847443,9606.ENSP00000338020,9606.ENSP00000293831,0,0,0,0,0,0.999,0.9,0.993,0,0.999
PSMB3,PSMD7,1843022,1842741,9606.ENSP00000225426,9606.ENSP00000219313,0,0,0,0,0.228,0.988,0.9,0.357,0,0.999
MAPK8,ATF2,1853988,1845482,9606.ENSP00000353483,9606.ENSP00000264110,0,0,0,0,0,0.999,0.9,0.977,0,0.999
RAC1,PARD6A,1853302,1842735,9606.ENSP00000348461,9606.ENSP00000219255,0,0,0,0,0,0.892,0.8,0.973,0,0.999
HC3,PSMB6,1862989,1846162,9606.ENSP00000455744,9606.ENSP00000270586,0,0,0,0,0.857,0.999,0.72,0.61,0,0.999
EXOSC9,EXOSC1,1857072,1855369,9606.ENSP00000368984,9606.ENSP00000359939,0,0,0,0,0.176,0.998,0.9,0.833,0,0.999
PSMD12,PSMB7,1853297,1844696,9606.ENSP00000348442,9606.ENSP00000259457,0,0,0,0,0.434,0.992,0.9,0.328,0,0.999
SHC1,INSR,1860266,1848574,9606.ENSP00000401303,9606.ENSP00000303830,0,0,0,0,0,0.983,0.9,0.985,0,0.999
CUL2,NEDD8,1862282,1844012,9606.ENSP00000444856,9606.ENSP00000250495,0,0,0,0,0,0.999,0,0.748,0,0.999
BTRC,SKP1,1855188,1843292,9606.ENSP00000359206,9606.ENSP00000231487,0,0,0,0,0,0.999,0.9,0.868,0,0.999
MDM2,AKT1,1861282,1846136,9606.ENSP00000417281,9606.ENSP00000270202,0,0,0,0,0,0.999,0.9,0.912,0,0.999
RPS19,RPS13,1864285,1862013,9606.ENSP00000470004,9606.ENSP00000435777,0,0,0,0,0.975,0.999,0.9,0.662,0,0.999
RPS4X,RPS10,1855955,1853151,9606.ENSP00000362744,9606.ENSP00000347271,0,0,0,0,0.737,0.999,0.9,0.517,0,0.999
RPS15A,RPS12,1850066,1843234,9606.ENSP00000318646,9606.ENSP00000230050,0,0,0,0,0.873,0.998,0.9,0.45,0,0.999
RPS4X,RPS15A,1855955,1850066,9606.ENSP00000362744,9606.ENSP00000318646,0.462,0,0,0,0.946,0.997,0.9,0.439,0,0.999
MTOR,IRS1,1854147,1848682,9606.ENSP00000354558,9606.ENSP00000304895,0,0,0,0,0,0.82,0.9,0.964,0,0.999
RPS3,RPS15A,1861952,1850066,9606.ENSP00000433821,9606.ENSP00000318646,0.462,0,0,0,0.975,0.999,0.9,0.513,0,0.999
EXOSC8,EXOSC9,1857848,1857072,9606.ENSP00000374354,9606.ENSP00000368984,0,0,0.508,0.783,0.089,0.996,0.9,0.868,0,0.999
CDC42,PARD6A,1849707,1842735,9606.ENSP00000314458,9606.ENSP00000219255,0,0,0,0,0,0.997,0.9,0.986,0,0.999
RPS13,RPS5,1862013,1842374,9606.ENSP00000435777,9606.ENSP00000196551,0.069,0,0,0,0.975,0.999,0.9,0.675,0,0.999
RPS15,RPS29,1863987,1858354,9606.ENSP00000467676,9606.ENSP00000379339,0.462,0,0,0,0.972,0.999,0.9,0.665,0,0.999
XRCC5,PRKDC,1857983,1849621,9606.ENSP00000375977,9606.ENSP00000313420,0,0,0,0,0,0.999,0.9,0.991,0,0.999
MAPK8,CRK,1853988,1848191,9606.ENSP00000353483,9606.ENSP00000300574,0,0,0,0,0,0.937,0.9,0.894,0,0.999
PSMD3,PSMD11,1845579,1844971,9606.ENSP00000264639,9606.ENSP00000261712,0,0,0,0,0.504,0.999,0.9,0.765,0,0.999
PSMD1,PSMC3,1849179,1847998,9606.ENSP00000309474,9606.ENSP00000298852,0,0,0,0,0.288,0.999,0.9,0.646,0,0.999
RHOA,AKT1,1860210,1846136,9606.ENSP00000400175,9606.ENSP00000270202,0,0,0,0,0,0.157,0.9,0.992,0,0.999
PSMC2,PSMB7,1847374,1844696,9606.ENSP00000292644,9606.ENSP00000259457,0,0,0,0,0.54,0.982,0.9,0.387,0,0.999
RPS6,RPS5,1857216,1842374,9606.ENSP00000369757,9606.ENSP00000196551,0,0,0,0,0.975,0.999,0.9,0.698,0,0.999
PSMD13,PSMD8,1859976,1842478,9606.ENSP00000396937,9606.ENSP00000215071,0,0,0,0,0.288,0.999,0.9,0.87,0,0.999
PSMD14,PSMB3,1859182,1843022,9606.ENSP00000386541,9606.ENSP00000225426,0,0,0,0,0.288,0.999,0.9,0.327,0,0.999
INCENP,BIRC5,1858231,1848314,9606.ENSP00000378295,9606.ENSP00000301633,0,0,0,0,0.258,0.998,0.9,0.977,0,0.999
PSMD2,PSMC1,1849263,1844882,9606.ENSP00000310129,9606.ENSP00000261303,0,0,0,0,0.498,0.999,0.9,0.66,0,0.999
RPS23,RPS27A,1847772,1846244,9606.ENSP00000296674,9606.ENSP00000272317,0,0,0,0,0.958,0.999,0.9,0.328,0,0.999
CCND3,CDKN1A,1855798,1843736,9606.ENSP00000362082,9606.ENSP00000244741,0,0,0,0,0,0.999,0.8,0.736,0,0.999
IRS1,INSR,1848682,1848574,9606.ENSP00000304895,9606.ENSP00000303830,0,0,0,0,0,0.998,0.9,0.996,0,0.999
RPS6,RPS3A,1857216,1853009,9606.ENSP00000369757,9606.ENSP00000346050,0,0,0,0,0.975,0.999,0.9,0.624,0,0.999
PSMB3,PSMD8,1843022,1842478,9606.ENSP00000225426,9606.ENSP00000215071,0,0,0,0,0.528,0.995,0.9,0.243,0,0.999
BCAR1,SRC,1859585,1853652,9606.ENSP00000391669,9606.ENSP00000350941,0,0,0,0,0,0.999,0.9,0.986,0,0.999
PSMC1,PSMB3,1844882,1843022,9606.ENSP00000261303,9606.ENSP00000225426,0,0,0,0,0.476,0.986,0.9,0.326,0,0.999
RPS6,RPS7,1857216,1852173,9606.ENSP00000369757,9606.ENSP00000339095,0,0,0,0,0.975,0.998,0.9,0.56,0,0.999
RPS20,RPS24,1861789,1861076,9606.ENSP00000429374,9606.ENSP00000414321,0,0,0,0,0.975,0.997,0.9,0.518,0,0.999
EXOSC2,EXOSC5,1855666,1842821,9606.ENSP00000361433,9606.ENSP00000221233,0.462,0,0.356,0,0.619,0.999,0.9,0.861,0,0.999
PSMC3,PSMC4,1847998,1842267,9606.ENSP00000298852,9606.ENSP00000157812,0,0,0.506,0.914,0.61,0.999,0.9,0.886,0,0.999
FAU,RPS20,1861888,1861789,9606.ENSP00000431822,9606.ENSP00000429374,0,0,0,0,0.935,0.997,0.9,0.459,0,0.999
PSMC2,PSMA4,1847374,1842214,9606.ENSP00000292644,9606.ENSP00000044462,0,0,0,0,0.733,0.995,0.9,0.542,0,0.999
PSMA6,PSMD7,1844920,1842741,9606.ENSP00000261479,9606.ENSP00000219313,0,0,0,0,0.288,0.998,0.9,0.471,0,0.999
PSMB4,PSMA2,1847239,1842974,9606.ENSP00000290541,9606.ENSP00000223321,0,0,0,0,0.931,0.999,0.9,0.729,0,0.999
PSMD12,PSMC4,1853297,1842267,9606.ENSP00000348442,9606.ENSP00000157812,0,0,0,0,0.772,0.998,0.9,0.698,0,0.999
RPS28,RPS10,1864786,1853151,9606.ENSP00000472469,9606.ENSP00000347271,0,0,0,0,0.674,0.992,0.9,0.669,0,0.999
PSMC5,PSMC1,1849313,1844882,9606.ENSP00000310572,9606.ENSP00000261303,0,0,0.496,0.933,0.736,0.999,0.9,0.936,0,0.999
PSMD3,USP14,1845579,1844948,9606.ENSP00000264639,9606.ENSP00000261601,0,0,0,0,0.753,0.999,0,0.241,0,0.999
RPS29,RPS21,1858354,1852991,9606.ENSP00000379339,9606.ENSP00000345957,0,0,0,0,0.97,0.998,0.9,0.428,0,0.999
PSMC5,PSMD6,1849313,1847640,9606.ENSP00000310572,9606.ENSP00000295901,0,0,0,0,0.737,0.999,0.9,0.597,0,0.999
PTPN1,INSR,1855520,1848574,9606.ENSP00000360683,9606.ENSP00000303830,0,0,0,0,0,0.999,0.9,0.963,0,0.999
RPS8,RPS23,1858412,1847772,9606.ENSP00000379888,9606.ENSP00000296674,0,0,0,0,0.972,0.999,0.9,0.692,0,0.999
RPS7,RPS11,1852173,1846167,9606.ENSP00000339095,9606.ENSP00000270625,0,0,0,0,0.948,0.999,0.9,0.531,0,0.999
PSMA5,PSMC1,1846187,1844882,9606.ENSP00000271308,9606.ENSP00000261303,0,0,0,0,0.427,0.996,0.9,0.512,0,0.999
RPS2,RPS12,1852518,1843234,9606.ENSP00000341885,9606.ENSP00000230050,0,0,0,0,0.967,0.999,0.9,0.657,0,0.999
PSMD1,PSMD10,1849179,1842679,9606.ENSP00000309474,9606.ENSP00000217958,0,0,0,0,0,0.999,0.9,0.26,0,0.999
CDKN2A,CDKN1A,1859838,1843736,9606.ENSP00000394932,9606.ENSP00000244741,0,0,0,0,0,0.808,0.9,0.973,0,0.999
RPS20,RPS12,1861789,1843234,9606.ENSP00000429374,9606.ENSP00000230050,0.12,0,0,0,0.957,0.994,0.9,0.599,0,0.999
RPS19,RPS15,1864285,1863987,9606.ENSP00000470004,9606.ENSP00000467676,0,0,0,0,0.975,0.998,0.9,0.712,0,0.999
RPS8,RPS12,1858412,1843234,9606.ENSP00000379888,9606.ENSP00000230050,0,0,0,0,0.939,0.999,0.9,0.662,0,0.999
RPS21,RPS2,1852991,1852518,9606.ENSP00000345957,9606.ENSP00000341885,0,0,0,0,0.872,0.998,0.9,0.572,0,0.999
CRK,PXN,1848191,1843137,9606.ENSP00000300574,9606.ENSP00000228307,0,0,0,0,0,0.933,0.9,0.989,0,0.999
RPS3,RPS5,1861952,1842374,9606.ENSP00000433821,9606.ENSP00000196551,0.462,0,0,0,0.975,0.999,0.9,0.802,0,0.999
RPS19,RPS6,1864285,1857216,9606.ENSP00000470004,9606.ENSP00000369757,0,0,0,0,0.956,0.998,0.9,0.609,0,0.999
RPS7,RPS5,1852173,1842374,9606.ENSP00000339095,9606.ENSP00000196551,0,0,0,0,0.975,0.999,0.9,0.59,0,0.999
CDK2,CCNE1,1845906,1845190,9606.ENSP00000266970,9606.ENSP00000262643,0,0,0,0,0.097,0.999,0.9,0.987,0,0.999
RPS3,RPS21,1861952,1852991,9606.ENSP00000433821,9606.ENSP00000345957,0,0,0,0,0.975,0.998,0.9,0.253,0,0.999
RPS19,RPS29,1864285,1858354,9606.ENSP00000470004,9606.ENSP00000379339,0,0,0,0,0.959,0.996,0.9,0.528,0,0.999
PSMB5,PSMC5,1854354,1849313,9606.ENSP00000355325,9606.ENSP00000310572,0,0,0,0,0.535,0.989,0.9,0.637,0,0.999
JUN,FOS,1855436,1848822,9606.ENSP00000360266,9606.ENSP00000306245,0,0,0,0,0.168,0.999,0.9,0.998,0,0.999
MLST8,RICTOR,1858459,1853522,9606.ENSP00000380313,9606.ENSP00000349959,0,0,0,0,0,0.992,0.9,0.986,0,0.999
RPS10,RPS12,1853151,1843234,9606.ENSP00000347271,9606.ENSP00000230050,0,0,0,0,0.736,0.992,0.9,0.559,0,0.999
TP53,RRM2B,1846083,1844085,9606.ENSP00000269305,9606.ENSP00000251810,0,0,0,0,0,0.912,0.9,0.913,0,0.999
FAU,RPS14,1861888,1849373,9606.ENSP00000431822,9606.ENSP00000311028,0,0,0,0,0.975,0.995,0.9,0.165,0,0.999
PSMD14,PSMA5,1859182,1846187,9606.ENSP00000386541,9606.ENSP00000271308,0,0,0,0,0.484,0.999,0.9,0.225,0,0.999
MLST8,EIF4EBP1,1858459,1852358,9606.ENSP00000380313,9606.ENSP00000340691,0,0,0,0,0,0.999,0.9,0.789,0,0.999
RPS3,RPS2,1861952,1852518,9606.ENSP00000433821,9606.ENSP00000341885,0.462,0,0,0,0.975,0.999,0.9,0.799,0,0.999
RPS26,RPS3A,1853363,1853009,9606.ENSP00000348849,9606.ENSP00000346050,0,0,0,0,0.975,0.998,0.9,0.277,0,0.999
EIF3B,EIF3G,1854079,1844198,9606.ENSP00000354125,9606.ENSP00000253108,0,0,0,0,0.534,0.999,0.9,0.884,0,0.999
RPS13,RPS7,1862013,1852173,9606.ENSP00000435777,9606.ENSP00000339095,0,0,0,0,0.975,0.999,0.9,0.512,0,0.999
CCNA2,CDKN1A,1846354,1843736,9606.ENSP00000274026,9606.ENSP00000244741,0,0,0,0,0,0.999,0.8,0.561,0,0.999
TP53,NEDD8,1846083,1844012,9606.ENSP00000269305,9606.ENSP00000250495,0,0,0,0,0,0.999,0.9,0.5,0,0.999
RPS8,RPS27A,1858412,1846244,9606.ENSP00000379888,9606.ENSP00000272317,0,0,0,0,0.939,0.999,0.9,0.252,0,0.999
CDK6,CDKN1B,1845799,1843169,9606.ENSP00000265734,9606.ENSP00000228872,0,0,0,0,0,0.992,0.9,0.965,0,0.999
MDM2,RB1,1861282,1845924,9606.ENSP00000417281,9606.ENSP00000267163,0,0,0,0,0,0.999,0.9,0.623,0,0.999
RPS3,RPS29,1861952,1858354,9606.ENSP00000433821,9606.ENSP00000379339,0.462,0,0,0,0.949,0.999,0.9,0.591,0,0.999
PSMD3,PSMB7,1845579,1844696,9606.ENSP00000264639,9606.ENSP00000259457,0,0,0,0,0.251,0.989,0.9,0.401,0,0.999
PSMD14,PSMA6,1859182,1844920,9606.ENSP00000386541,9606.ENSP00000261479,0,0,0,0,0.482,0.999,0.9,0.198,0,0.999
RPS20,RPS8,1861789,1858412,9606.ENSP00000429374,9606.ENSP00000379888,0,0,0,0,0.951,0.999,0.9,0.681,0,0.999
GSK3B,TP53,1850681,1846083,9606.ENSP00000324806,9606.ENSP00000269305,0,0,0,0,0,0.917,0.9,0.92,0,0.999
RPS6,RPS16,1857216,1844060,9606.ENSP00000369757,9606.ENSP00000251453,0,0,0,0,0.975,0.999,0.9,0.51,0,0.999
CRK,EGFR,1848191,1846445,9606.ENSP00000300574,9606.ENSP00000275493,0,0,0,0,0,0.982,0.8,0.921,0,0.999
PSMA2,PSMA3,1842974,1842599,9606.ENSP00000223321,9606.ENSP00000216455,0,0,0.211,0.808,0.733,0.999,0.9,0.906,0,0.999
PSMA1,PSMD13,1861079,1859976,9606.ENSP00000414359,9606.ENSP00000396937,0,0,0,0,0.517,0.998,0.9,0.389,0,0.999
FOXO3,AKT1,1852227,1846136,9606.ENSP00000339527,9606.ENSP00000270202,0,0,0,0,0,0.985,0.9,0.993,0,0.999
CDKN2A,CDK6,1859838,1845799,9606.ENSP00000394932,9606.ENSP00000265734,0,0,0,0,0,0.999,0.9,0.991,0,0.999
PSMC2,PSMD7,1847374,1842741,9606.ENSP00000292644,9606.ENSP00000219313,0,0,0,0,0.712,0.999,0.9,0.47,0,0.999
PSMB6,PSMC4,1846162,1842267,9606.ENSP00000270586,9606.ENSP00000157812,0,0,0,0,0.647,0.978,0.9,0.245,0,0.999
RPS29,RPS14,1858354,1849373,9606.ENSP00000379339,9606.ENSP00000311028,0.462,0,0,0,0.94,0.999,0.9,0.599,0,0.999
SRC,PXN,1853652,1843137,9606.ENSP00000350941,9606.ENSP00000228307,0,0,0,0,0,0.919,0.9,0.99,0,0.999
EXOSC1,EXOSC3,1855369,1850505,9606.ENSP00000359939,9606.ENSP00000323046,0,0,0,0,0.287,0.998,0.9,0.937,0,0.999
PSMB5,PSMC3,1854354,1847998,9606.ENSP00000355325,9606.ENSP00000298852,0,0,0,0,0.48,0.992,0.9,0.651,0,0.999
RPS8,RPS26,1858412,1853363,9606.ENSP00000379888,9606.ENSP00000348849,0,0,0,0,0.94,0.997,0.9,0.581,0,0.999
PSMC3,PSMC1,1847998,1844882,9606.ENSP00000298852,9606.ENSP00000261303,0,0,0.51,0.921,0.733,0.999,0.9,0.936,0,0.999
RPS3,RPS12,1861952,1843234,9606.ENSP00000433821,9606.ENSP00000230050,0,0,0,0,0.975,0.999,0.9,0.642,0,0.999
EXOSC4,EXOSC5,1849789,1842821,9606.ENSP00000315476,9606.ENSP00000221233,0,0,0.503,0.741,0.288,0.999,0.9,0.936,0,0.999
CTNNB1,CDH1,1852818,1844988,9606.ENSP00000344456,9606.ENSP00000261769,0,0,0,0,0,0.999,0.9,0.986,0,0.999
RPS15A,RPS11,1850066,1846167,9606.ENSP00000318646,9606.ENSP00000270625,0.462,0,0,0,0.973,0.999,0.9,0.578,0,0.999
EIF3A,EIF3B,1854958,1854079,9606.ENSP00000358140,9606.ENSP00000354125,0,0,0,0,0.721,0.999,0.9,0.98,0,0.999
RPS27A,RPS16,1846244,1844060,9606.ENSP00000272317,9606.ENSP00000251453,0,0,0,0,0.94,0.999,0.9,0.158,0,0.999
PSMD13,PSMD1,1859976,1849179,9606.ENSP00000396937,9606.ENSP00000309474,0,0,0,0,0.23,0.998,0.9,0.567,0,0.999
RPS8,RPS16,1858412,1844060,9606.ENSP00000379888,9606.ENSP00000251453,0,0,0,0,0.975,0.999,0.9,0.619,0,0.999
PSMD14,PSMC2,1859182,1847374,9606.ENSP00000386541,9606.ENSP00000292644,0,0,0,0,0.438,0.999,0.9,0.587,0,0.999
FAU,RPS27A,1861888,1846244,9606.ENSP00000431822,9606.ENSP00000272317,0,0,0,0.746,0.923,0.995,0.9,0.632,0,0.999
PSMD12,PSMB3,1853297,1843022,9606.ENSP00000348442,9606.ENSP00000225426,0,0,0,0,0.251,0.992,0.9,0.281,0,0.999
PSMA1,PSMD7,1861079,1842741,9606.ENSP00000414359,9606.ENSP00000219313,0,0,0,0,0.151,0.998,0.9,0.393,0,0.999
PSMD13,PSMA3,1859976,1842599,9606.ENSP00000396937,9606.ENSP00000216455,0,0,0,0,0.184,0.994,0.9,0.577,0,0.999
ACTR2,ACTR3,1856793,1845311,9606.ENSP00000367220,9606.ENSP00000263238,0,0,0,0.815,0.175,0.999,0.9,0.936,0,0.999
PSMC6,PSMD10,1860306,1842679,9606.ENSP00000401802,9606.ENSP00000217958,0,0,0,0,0.09,0.999,0.9,0.528,0,0.999
PSMD4,PSMA5,1854905,1846187,9606.ENSP00000357879,9606.ENSP00000271308,0,0,0,0,0.436,0.998,0.9,0.45,0,0.999
PSMC3,PSMB1,1847998,1845087,9606.ENSP00000298852,9606.ENSP00000262193,0,0,0,0,0.681,0.995,0.9,0.534,0,0.999
ARPC5,ARPC2,1853912,1847604,9606.ENSP00000352918,9606.ENSP00000295685,0,0,0,0,0.097,0.999,0.9,0.915,0,0.999
